Post_ID,User_ID,Secret,Server,Title,Is_Public,Is_Friend,Is_Family,Farm,City,Country,Post_Date,Taken_Date,Tags,Latitude,Longitude,Description,Min_Taken_Date
49294195548,61614526@N08,5c443d5c4d,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:56:28,2019-12-15 19:39:53,"donostiasansebastian,esp,espaãa,paisvasco,zorroaga,españa,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294882252,61614526@N08,8b50104474,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:56:30,2019-12-15 20:14:47,"donostiasansebastian,esp,espaãa,paisvasco,zorroaga,españa,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294882142,61614526@N08,6e3693b113,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:56:33,2019-12-15 20:25:19,"donostiasansebastian,esp,espaãa,paisvasco,zorroaga,españa,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294685956,61614526@N08,a346d3fdf4,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:56:32,2019-12-15 20:22:47,"donostiasansebastian,esp,espaãa,paisvasco,zorroaga,españa,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294685766,61614526@N08,2371a2e9cf,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:56:35,2019-12-15 20:26:26,"donostiasansebastian,esp,españa,paisvasco,zorroaga,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294882117,61614526@N08,9b4c8bcee4,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:56:34,2019-12-15 20:25:59,"donostiasansebastian,esp,espaãa,paisvasco,zorroaga,españa,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294194243,61614526@N08,21a7000cfc,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:54:38,2019-12-15 13:15:52,"donostiasansebastian,esp,espaãa,paisvasco,zorroaga,españa,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294684781,61614526@N08,dc452c04bd,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:54:29,2019-12-15 13:02:28,"donostiasansebastian,esp,españa,paisvasco,zorroaga,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294684656,61614526@N08,8189dd7943,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:54:43,2019-12-15 13:36:00,"donostiasansebastian,esp,espaãa,paisvasco,zorroaga,españa,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294194078,61614526@N08,5910462cf8,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:54:47,2019-12-15 13:45:21,"donostiasansebastian,esp,españa,paisvasco,zorroaga,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294684466,61614526@N08,9a46d96d99,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:54:57,2019-12-15 14:26:42,"donostiasansebastian,esp,espaãa,paisvasco,zorroaga,españa,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294193913,61614526@N08,870744b884,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:55:11,2019-12-15 15:14:49,"donostiasansebastian,esp,espaãa,paisvasco,zorroaga,españa,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294684411,61614526@N08,938b003ca5,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:54:59,2019-12-15 14:27:50,"donostiasansebastian,esp,espaãa,paisvasco,zorroaga,españa,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294880692,61614526@N08,20d715f74d,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:55:15,2019-12-15 15:21:30,"donostiasansebastian,esp,españa,paisvasco,zorroaga,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294684116,61614526@N08,052f271812,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:55:27,2019-12-15 16:04:20,"donostiasansebastian,esp,espaãa,paisvasco,zorroaga,españa,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294193778,61614526@N08,4df18c49fe,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:55:21,2019-12-15 15:43:21,"donostiasansebastian,esp,espaãa,paisvasco,zorroaga,españa,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294880462,61614526@N08,4393530f34,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:55:38,2019-12-15 16:11:39,"donostiasansebastian,esp,espaãa,paisvasco,zorroaga,españa,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294193528,61614526@N08,7f4da4ec73,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:55:48,2019-12-15 16:13:06,"donostiasansebastian,esp,españa,paisvasco,zorroaga,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294683856,61614526@N08,169d192303,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:56:04,2019-12-15 16:18:32,"donostiasansebastian,esp,españa,paisvasco,zorroaga,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294880157,61614526@N08,59684bed24,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:56:04,2019-12-15 16:19:38,"donostiasansebastian,esp,españa,paisvasco,zorroaga,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294193233,61614526@N08,84914e11b6,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:56:12,2019-12-15 17:05:31,"donostiasansebastian,esp,espaãa,paisvasco,zorroaga,españa,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294683476,61614526@N08,1b344b504f,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:56:20,2019-12-15 19:22:54,"donostiasansebastian,esp,españa,paisvasco,zorroaga,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294193108,61614526@N08,9f8db43cb2,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:56:25,2019-12-15 19:35:55,"donostiasansebastian,esp,espaãa,paisvasco,zorroaga,españa,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49294879812,61614526@N08,59f4c63ee7,65535.0,cto. españa patinaje sobre hielo 2019 (donostia),1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 19:56:31,2019-12-15 20:15:21,"donostiasansebastian,esp,espaãa,paisvasco,zorroaga,españa,txuri,urdin,pais,vasco,euskadi,gipuzkoa,donostia,sansebastian,palaciodehielo,ice,canon,1dx,canon135mmf2,patinaje,hielo,skating,campeonatodeespaña2019,campeonato,competicion,txuriurdin,",43.30193,-1.971548,NaN,2019-12-15 00:00:00
49293146776,148257191@N08,e84f0df875,65535.0,beaujolais,1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 18:47:08,2019-12-15 16:00:28,"landscape,paysage,france,",45.938153,4.604279,NaN,2019-12-15 00:00:00
49292205472,146457191@N07,42a6cdc6a8,65535.0,paseo de punta europa,1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 10:48:36,2019-12-15 17:02:04,NaN,36.110143,-5.345052,gibraltar,2019-12-15 00:00:00
49289701108,58711927@N04,78b8603028,65535.0,NaN,1.0,0.0,0.0,66.0,NaN,NaN,2019-12-29 01:09:03,2019-12-15 14:44:12,NaN,46.005741,8.945355,youtu.be/yzvv4f-lxu8,2019-12-15 00:00:00
49289622227,146457191@N07,8aea993650,65535.0,atardecer en el estrecho,1.0,0.0,0.0,66.0,NaN,NaN,2019-12-28 21:54:59,2019-12-15 17:17:17,"gibraltar,ocaso,atlántico,estrecho,atardecer,ngc,",36.111876,-5.345363,gibraltar.,2019-12-15 00:00:00
49289130827,65778609@N03,e660d4fa1c,65535.0,"mainz roemisches theatre, germany",1.0,0.0,0.0,66.0,broughton astley,uk,2019-12-28 20:10:28,2019-12-15 09:38:10,"mainz,germany,roemischestheatre,",49.992936,8.278908,ruins of the roemisches theatre and ampitheatre,2019-12-15 00:00:00
49289130082,65778609@N03,c8acddebae,65535.0,"mainz citadel, germany",1.0,0.0,0.0,66.0,broughton astley,uk,2019-12-28 20:10:30,2019-12-15 09:46:09,"mainz,germany,citadel,",49.993472,8.276216,citadel building and grounds high above city,2019-12-15 00:00:00
49289129747,65778609@N03,63f4f388a8,65535.0,"mainz citadel, germany",1.0,0.0,0.0,66.0,broughton astley,uk,2019-12-28 20:10:31,2019-12-15 09:52:09,"mainz,germany,citadel,",49.993294,8.275616,citadel building and grounds high above city,2019-12-15 00:00:00
49288435478,65778609@N03,d7fc12cfdf,65535.0,"mainz citadel, germany",1.0,0.0,0.0,66.0,broughton astley,uk,2019-12-28 20:10:32,2019-12-15 10:03:34,"mainz,germany,citadel,",49.991963,8.273711,citadel building and grounds high above city,2019-12-15 00:00:00
49288918876,65778609@N03,d285821da8,65535.0,"mainz citadel, germany",1.0,0.0,0.0,66.0,broughton astley,uk,2019-12-28 20:10:32,2019-12-15 10:09:54,"mainz,germany,citadel,",49.992402,8.274508,citadel building and grounds high above city,2019-12-15 00:00:00
49288434823,65778609@N03,bd7a9e70fe,65535.0,"mainz citadel, germany",1.0,0.0,0.0,66.0,broughton astley,uk,2019-12-28 20:10:33,2019-12-15 10:18:19,"mainz,germany,citadel,",49.993244,8.274602,citadel building and grounds high above city,2019-12-15 00:00:00
49289128227,65778609@N03,9a198f2d0a,65535.0,"mainz citadel, germany",1.0,0.0,0.0,66.0,broughton astley,uk,2019-12-28 20:10:33,2019-12-15 10:20:46,"mainz,germany,citadel,",49.994188,8.275158,citadel building and grounds high above city,2019-12-15 00:00:00
49288917326,65778609@N03,dc6d4d6078,65535.0,"mainz old town, germany",1.0,0.0,0.0,66.0,broughton astley,uk,2019-12-28 20:10:35,2019-12-15 11:06:29,"mainz,germany,altstadt,",49.998516,8.274389,cathedral courtyard,2019-12-15 00:00:00
49288432793,65778609@N03,9558970d4e,65535.0,"mainz old town, germany",1.0,0.0,0.0,66.0,broughton astley,uk,2019-12-28 20:10:35,2019-12-15 10:43:43,"mainz,germany,altstadt,",49.997655,8.273875,altstadt buildings,2019-12-15 00:00:00
49288048601,142382111@N07,c1323832e7,65535.0,harbour cocktail,1.0,0.0,0.0,66.0,valencia,spain,2019-12-28 17:25:43,2019-12-15 16:03:16,"world,travel,reise,viajes,europa,europe,españa,spain,spanien,valencia,städte,stadtlandschaft,street,streetlife,streetart,city,ciudades,cityscape,cityview,outdoor,harbour,hafen,harbor,boats,boote,barcas,ships,urban,urbanlife,urbanview,wasser,water,yacht,yachting,yachtingclub,",39.457899,-0.326328,at valencia marina,2019-12-15 00:00:00
49287572263,142382111@N07,53c8073c5e,65535.0,hemisferic night,1.0,0.0,0.0,66.0,valencia,spain,2019-12-28 17:25:44,2019-12-15 19:54:13,"world,travel,reise,viajes,europa,europe,españa,spain,spanien,valencia,städte,stadtlandschaft,street,streetlife,streetart,stadtderkünsteundwissenschaften,city,ciudades,cityscape,cityview,ciudaddelasartesyciencias,cityofartsandsciences,calatrava,santiagocalatrava,lumbracle,museum,museo,reflections,spiegelung,red,architecture,arquitectura,architektur,modernarchitecture,abstractarchitecture,outdoor,urban,urbanlife,urbanview,",39.456425,-0.35447,"city of arts and sciences, valencia",2019-12-15 00:00:00
49287363646,27454212@N00,403e248ed0,65535.0,la zenia boulevard,1.0,0.0,0.0,66.0,barcelona,spain,2019-12-28 15:45:05,2019-12-15 13:43:43,"provinciadealicante,spain,lazeniaboulevard,orihuela,",37.929597,-0.734864,NaN,2019-12-15 00:00:00
